site_name,company_name,link,latitude,longitude,address,homepage,phone,sales_phone,email,sales_email,opening_hours,site_type,id,image_path
Carrière,,https://www.google.com/maps/place/Carri%C3%A8re/data=!4m7!3m6!1s0x12b32f9ab7257531:0x970701ba162595ce!8m2!3d44.860704!4d3.2582734!16s%2Fg%2F11hz__r048!19sChIJMXUlt5ovsxIRzpUlFroBB5c?authuser=0&amp;hl=en&amp;rclk=1,44.8607,3.2583,"D809, 48200 Albaret-Sainte-Marie, France",,,,,,{},Quarry,2ebf7a41-1ec1-4309-a54f-205205ec24bc,data/images/train/2ebf7a41-1ec1-4309-a54f-205205ec24bc_44.8607_3.2583.png
SOLAG,,https://www.google.com/maps/place/SOLAG/data=!4m7!3m6!1s0x12b13b7c066454cb:0x6f61adfc10379737!8m2!3d43.3091011!4d3.5052206!16s%2Fg%2F1tfdhfb1!19sChIJy1RkBnw7sRIRN5c3EPytYW8?authuser=0&amp;hl=en&amp;rclk=1,43.3091,3.5052,"Rue des Entrepreneurs, 34300 Agde, France",,#ERROR!,,,,,Quarry,f8ffaf4c-6436-4767-99ce-b5581a181472,data/images/train/f8ffaf4c-6436-4767-99ce-b5581a181472_43.3091_3.5052.png
carrières de Montdardier,,https://www.google.com/maps/place/carri%C3%A8res+de+Montdardier/data=!4m7!3m6!1s0x12b3ee21b1452343:0x5ed4dfc065690b7b!8m2!3d43.9434627!4d3.5783786!16s%2Fg%2F11d_2tv0b6!19sChIJQyNFsSHusxIRewtpZcDf1F4?authuser=0&amp;hl=en&amp;rclk=1,43.9435,3.5784,"30120 Montdardier, France",carriere-montdardier.fr,,,,,,Quarry,26e85248-9e24-4d28-a0ad-19f334bb0ecb,data/images/train/26e85248-9e24-4d28-a0ad-19f334bb0ecb_43.9435_3.5784.png
Virebayre Serge,,https://www.google.com/maps/place/Virebayre+Serge/data=!4m7!3m6!1s0x12b39a5f04929031:0x9d26a8d8c86ce534!8m2!3d44.3042299!4d3.6217802!16s%2Fg%2F1tgv9t8z!19sChIJMZCSBF-asxIRNOVsyNioJp0?authuser=0&amp;hl=en&amp;rclk=1,44.3042,3.6218,"48400 Florac-Trois-Rivières, France",,#ERROR!,,,,,Quarry,5df11c1a-12ee-43e4-ac2b-6fb05460b986,data/images/train/5df11c1a-12ee-43e4-ac2b-6fb05460b986_44.3042_3.6218.png
route de la carriere,,https://www.google.com/maps/place/route+de+la+carriere/data=!4m7!3m6!1s0x12b14bec8ed694b5:0xe3ff8bebf1048f6b!8m2!3d43.4805632!4d3.6728792!16s%2Fg%2F11hz8mwfqf!19sChIJtZTWjuxLsRIRa48E8euL_-M?authuser=0&amp;hl=en&amp;rclk=1,43.4806,3.6729,"route de la carriere, 34560 Poussan, France",,,,,,,Quarry,62137692-5615-4244-ac06-4302b38ad68c,data/images/train/62137692-5615-4244-ac06-4302b38ad68c_43.4806_3.6729.png
Schistes Rocher Eurl,,https://www.google.com/maps/place/Schistes+Rocher+Eurl/data=!4m7!3m6!1s0x12b36327b05c1f9d:0x8d8b600e3cb042ee!8m2!3d44.5015363!4d3.700871!16s%2Fg%2F1tm1mb8p!19sChIJnR9csCdjsxIR7kKwPA5gi40?authuser=0&amp;hl=en&amp;rclk=1,44.5015,3.7009,"1948 Le Tournel, 48190 Mont Lozère et Goulet, France",,#ERROR!,,,,,Quarry,5cdb009c-d684-4307-a169-7102e84793c2,data/images/train/5cdb009c-d684-4307-a169-7102e84793c2_44.5015_3.7009.png
Lafarge Granulats Sud,,https://www.google.com/maps/place/Lafarge+Granulats+Sud/data=!4m7!3m6!1s0x12b6ab1689d7ba27:0xb175d95f08b68c9!8m2!3d43.6771004!4d3.7663757!16s%2Fg%2F11b6dnrg2n!19sChIJJ7rXiRarthIRyWiL8JVdFws?authuser=0&amp;hl=en&amp;rclk=1,43.6771,3.7664,"27 Rue du Pla, 34980 Combaillaux, France",,#ERROR!,,,,,Quarry,10d1002c-b0ed-41a7-8bd6-b6ac715ad70c,data/images/train/10d1002c-b0ed-41a7-8bd6-b6ac715ad70c_43.6771_3.7664.png
Gsm Carrière,,https://www.google.com/maps/place/Gsm+Carri%C3%A8re/data=!4m7!3m6!1s0x12b6a7c651b59f77:0x10e7df847ffa74d3!8m2!3d43.7114137!4d3.9438021!16s%2Fg%2F11fgm7mgq3!19sChIJd5-1UcanthIR03T6f4Tf5xA?authuser=0&amp;hl=en&amp;rclk=1,43.7114,3.9438,"Route de Teyran, 34160 Castries, France",gsm-granulats.fr,#ERROR!,,,,,Quarry,75dfd2b9-5637-4418-a438-3229aac5fb62,data/images/train/75dfd2b9-5637-4418-a438-3229aac5fb62_43.7114_3.9438.png
L'ancienne petite carrière,,https://www.google.com/maps/place/L%27ancienne+petite+carri%C3%A8re/data=!4m7!3m6!1s0x12b6a1b0d59ca70d:0xe001f978fc565320!8m2!3d43.709652!4d4.0204947!16s%2Fg%2F11gr0mckgj!19sChIJDaec1bChthIRIFNW_Hj5AeA?authuser=0&amp;hl=en&amp;rclk=1,43.7097,4.0205,"34160 Saint-Geniès-des-Mourgues, France",,,,,,,Quarry,6525d21c-a99d-40fc-ba63-33fa07ba5f42,data/images/train/6525d21c-a99d-40fc-ba63-33fa07ba5f42_43.7097_4.0205.png
Ancienne carrière de Laval Pradel,,https://www.google.com/maps/place/Ancienne+carri%C3%A8re+de+Laval+Pradel/data=!4m7!3m6!1s0x12b467dfb286dc27:0x85eb06b3bab5472c!8m2!3d44.2378842!4d4.0497611!16s%2Fg%2F11sy6ztsvq!19sChIJJ9yGst9ntBIRLEe1urMG64U?authuser=0&amp;hl=en&amp;rclk=1,44.2379,4.0498,"62QX+5W, 30110 Laval-Pradel, France",,,,,,,Quarry,2d60bb20-afeb-437a-a347-37b35e9f5d78,data/images/train/2d60bb20-afeb-437a-a347-37b35e9f5d78_44.2379_4.0498.png
Lauze Serge,,https://www.google.com/maps/place/Lauze+Serge/data=!4m7!3m6!1s0x12b4439b9ea52b9f:0xe3501cb3a6e09df1!8m2!3d44.1295566!4d4.1381993!16s%2Fg%2F1hc2m5wcc!19sChIJnyulnptDtBIR8Z3gprMcUOM?authuser=0&amp;hl=en&amp;rclk=1,44.1296,4.1382,"32 Mnt de la Margue, 30340 Saint-Privat-des-Vieux, France",,#ERROR!,,,,,Quarry,c3a88027-a52e-497c-ba43-923f9b459428,data/images/train/c3a88027-a52e-497c-ba43-923f9b459428_44.1296_4.1382.png
Carrière,,https://www.google.com/maps/place/Carri%C3%A8re/data=!4m7!3m6!1s0x12b4213a643fc03b:0x6e72c0dc8201ce2e!8m2!3d43.7547831!4d4.0817882!16s%2Fg%2F11h7ck_629!19sChIJO8A_ZDohtBIRLs4BgtzAcm4?authuser=0&amp;hl=en&amp;rclk=1,43.7548,4.0818,"34160 Boisseron, France",,,,,,,Quarry,acfaf768-7cc3-4589-b09c-b8e0d7af09b2,data/images/train/acfaf768-7cc3-4589-b09c-b8e0d7af09b2_43.7548_4.0818.png
G.C CONSEIL,,https://www.google.com/maps/place/G.C+CONSEIL/data=!4m7!3m6!1s0x12b443130ede6973:0xc90f692d62102fc7!8m2!3d44.1229124!4d4.0847833!16s%2Fg%2F1tqd2y59!19sChIJc2neDhNDtBIRxy8QYi1pD8k?authuser=0&amp;hl=en&amp;rclk=1,44.1229,4.0848,"18 Bd Gambetta, 30100 Alès, France",,#ERROR!,,,,,Quarry,0b5c87d9-e1ce-4374-b759-359d096c7c17,data/images/train/0b5c87d9-e1ce-4374-b759-359d096c7c17_44.1229_4.0848.png
Carmeuse,,https://www.google.com/maps/place/Carmeuse/data=!4m7!3m6!1s0x12b42c4ffbf42b29:0xfe638f3808d573dc!8m2!3d43.8134035!4d4.3449249!16s%2Fg%2F1w4nnk74!19sChIJKSv0-08stBIR3HPVCDiPY_4?authuser=0&amp;hl=en&amp;rclk=1,43.8134,4.3449,"125 Rue de l'Hostellerie, 30900 Nîmes, France",,#ERROR!,,,,,Quarry,55b3a0a2-a19c-4917-b016-e20643d3b74d,data/images/train/55b3a0a2-a19c-4917-b016-e20643d3b74d_43.8134_4.3449.png
Tixa Beton,,https://www.google.com/maps/place/Tixa+Beton/data=!4m7!3m6!1s0x12b433f88b59b80b:0x4cdba60bf161974f!8m2!3d43.937205!4d4.322816!16s%2Fg%2F11b6df7dqr!19sChIJC7hZi_gztBIRT5dh8Qum20w?authuser=0&amp;hl=en&amp;rclk=1,43.9372,4.3228,"Chemin départemental 22 Russan, 30190 Sainte-Anastasie, France",,#ERROR!,,,,,Quarry,9a23f857-2d87-41d6-af43-509ddbdb1c0b,data/images/train/9a23f857-2d87-41d6-af43-509ddbdb1c0b_43.9372_4.3228.png
Carrieres Romaine Roquemailler,,https://www.google.com/maps/place/Carrieres+Romaine+Roquemailler/data=!4m7!3m6!1s0x12b43209c1ef9b19:0xd28119aa59f3442!8m2!3d43.8627684!4d4.3294136!16s%2Fg%2F1tr85zrc!19sChIJGZvvwQkytBIRQjSfpZoRKA0?authuser=0&amp;hl=en&amp;rclk=1,43.8628,4.3294,"785 Anc. Rte d'Anduze, 30900 Nîmes, France",,#ERROR!,,,,,Quarry,0c4ff43e-659b-4927-b016-bd6cfcb615d9,data/images/train/0c4ff43e-659b-4927-b016-bd6cfcb615d9_43.8628_4.3294.png
Lafarge Granulats Sud,,https://www.google.com/maps/place/Lafarge+Granulats+Sud/data=!4m7!3m6!1s0x12b5d6e43c94f66f:0x620dedf473f7f2b5!8m2!3d43.7538033!4d4.5145235!16s%2Fg%2F1tnxyv8d!19sChIJb_aUPOTWtRIRtfL3c_TtDWI?authuser=0&amp;hl=en&amp;rclk=1,43.7538,4.5145,"Domaine Amarine, 30127 Bellegarde, France",,#ERROR!,,,,,Quarry,f7dae75e-9427-446e-97c1-9b2942415d49,data/images/train/f7dae75e-9427-446e-97c1-9b2942415d49_43.7538_4.5145.png
Rhône Durance Granulats,,https://www.google.com/maps/place/Rh%C3%B4ne+Durance+Granulats/data=!4m7!3m6!1s0x12b5b80c43119033:0x892c7fa73d9972f6!8m2!3d44.01061!4d4.579739!16s%2Fg%2F113h38x6p!19sChIJM5ARQwy4tRIR9nKZPad_LIk?authuser=0&amp;hl=en&amp;rclk=1,44.0106,4.5797,"Route nationale 86, 30210 Valliguières, France",,#ERROR!,,,,,Quarry,cc942d72-7829-465d-818b-84c9e093c982,data/images/train/cc942d72-7829-465d-818b-84c9e093c982_44.0106_4.5797.png
Gedimat Farel clavel,,https://www.google.com/maps/place/Gedimat+Farel+clavel/data=!4m7!3m6!1s0x12b5ea7fcc638817:0x72c39552d7c3e8a1!8m2!3d43.96035!4d4.7261075!16s%2Fg%2F1hg4tgrq2!19sChIJF4hjzH_qtRIRoejD11KVw3I?authuser=0&amp;hl=en&amp;rclk=1,43.9603,4.7261,"6580 Route départementale, 30150 Roquemaure, France",,#ERROR!,,,,,Quarry,9f8ae7e0-44e6-44d9-9254-11393d1331a6,data/images/train/9f8ae7e0-44e6-44d9-9254-11393d1331a6_43.9603_4.7261.png
Rodriguez Carrière Estang,,https://www.google.com/maps/place/Rodriguez+Carri%C3%A8re+Estang/data=!4m7!3m6!1s0xd55fb7b5619b017:0xfb2571d4e62260b1!8m2!3d43.8682403!4d-0.0876799!16s%2Fg%2F11mvtnx2yb!19sChIJF7AZVnv7VQ0RsWAi5tRxJfs?authuser=0&amp;hl=en&amp;rclk=1,43.8682,-0.0877,"D30, 32240 Estang, France",,,,,,,Quarry,326ea5d2-e399-4cf5-9e41-9b8dce91fb56,data/images/train/326ea5d2-e399-4cf5-9e41-9b8dce91fb56_43.8682_-0.0877.png
Marble Stone Pyrénées,,https://www.google.com/maps/place/Marble+Stone+Pyr%C3%A9n%C3%A9es/data=!4m7!3m6!1s0x12a8cd7c4cfe5189:0x1cdedaae3cf831f0!8m2!3d42.8739375!4d1.204491!16s%2Fg%2F1vvw_n61!19sChIJiVH-THzNqBIR8DH4PK7a3hw?authuser=0&amp;hl=en&amp;rclk=1,42.8739,1.2045,"2A Z.A. de, 09140 Seix, France",vertdestours.com,#ERROR!,,,,,Quarry,1008a7e2-8873-49fe-8629-eb1d83ec2701,data/images/train/1008a7e2-8873-49fe-8629-eb1d83ec2701_42.8739_1.2045.png
Ardoisières des Pyrénées,,https://www.google.com/maps/place/Ardoisi%C3%A8res+des+Pyr%C3%A9n%C3%A9es/data=!4m7!3m6!1s0x12a82f1c9f330987:0x166e88913781c66b!8m2!3d43.0536804!4d0.101644!16s%2Fg%2F1td0jk6f!19sChIJhwkznxwvqBIRa8aBN5GIbhY?authuser=0&amp;hl=en&amp;rclk=1,43.0537,0.1016,"28 Cami Deth Canteret, 65200 Labassère, France",ardoises-deco.com,#ERROR!,,,,"{'Friday': ['8a.m.–12p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Tuesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Wednesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Thursday': ['8a.m.–12p.m.', '1:30–5:30p.m.']}",Quarry,d6bce8c8-c209-4df7-bc56-3638eccd65f9,data/images/train/d6bce8c8-c209-4df7-bc56-3638eccd65f9_43.0537_0.1016.png
CMGO Beauchalot,,https://www.google.com/maps/place/CMGO+Beauchalot/data=!4m7!3m6!1s0x12a8e0c71ef60fd7:0x81cbfdfe71166891!8m2!3d43.106893!4d0.884373!16s%2Fg%2F11ggsgfj3f!19sChIJ1w_2HsfgqBIRkWgWcf79y4E?authuser=0&amp;hl=en&amp;rclk=1,43.1069,0.8844,"lieu-dit, La Lanne, 31360 Beauchalot, France",cmgo.fr,#ERROR!,,,,"{'Friday': ['8a.m.–12p.m.', '2–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['8a.m.–12p.m.', '2–5p.m.'], 'Tuesday': ['8a.m.–12p.m.', '2–5p.m.'], 'Wednesday': ['8a.m.–12p.m.', '2–5p.m.'], 'Thursday': ['8a.m.–12p.m.', '2–5p.m.']}",Quarry,0ee9d016-61b9-49ce-8490-c00a5e40e34e,data/images/train/0ee9d016-61b9-49ce-8490-c00a5e40e34e_43.1069_0.8844.png
CARRÈRE SAS,,https://www.google.com/maps/place/CARR%C3%88RE+SAS/data=!4m7!3m6!1s0x12a961c000000001:0xa083dab242c6a213!8m2!3d43.7954559!4d0.8660954!16s%2Fg%2F11b6dphcxn!19sChIJAQAAAMBhqRIRE6LGQrLag6A?authuser=0&amp;hl=en&amp;rclk=1,43.7955,0.8661,"32120 Homps, France",carrere-sas.fr,#ERROR!,,,,"{'Friday': ['7a.m.–12p.m.', '1–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['Closed'], 'Tuesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–5p.m.']}",Quarry,07593322-b586-410d-9a5e-238cc59d6315,data/images/train/07593322-b586-410d-9a5e-238cc59d6315_43.7955_0.8661.png
Carrière de marbre,,https://www.google.com/maps/place/Carri%C3%A8re+de+marbre/data=!4m7!3m6!1s0x12a8c70bbb097919:0x376fcd0c4b17f2e1!8m2!3d42.8902597!4d0.9933404!16s%2Fg%2F11h84n6_pd!19sChIJGXkJuwvHqBIR4fIXSwzNbzc?authuser=0&amp;hl=en&amp;rclk=1,42.8903,0.9933,"Lassadou, 09800 Bordes-Uchentein, France",,,,,,,Quarry,73263398-931f-4b2e-ae5c-06978c6700c7,data/images/train/73263398-931f-4b2e-ae5c-06978c6700c7_42.8903_0.9933.png
Dos Santos Pereira Anastacio,,https://www.google.com/maps/place/Dos+Santos+Pereira+Anastacio/data=!4m7!3m6!1s0x12ac9f656da2f613:0xaf5759a1437c9d64!8m2!3d44.685277!4d1.261946!16s%2Fg%2F1td3_bd7!19sChIJE_aibWWfrBIRZJ18Q6FZV68?authuser=0&amp;hl=en&amp;rclk=1,44.6853,1.2619,"Le Bascoul, 46340 Salviac, France",,#ERROR!,,,,,Quarry,d92fe2bb-37ce-400d-8fb4-f0f305a9ccee,data/images/train/d92fe2bb-37ce-400d-8fb4-f0f305a9ccee_44.6853_1.2619.png
Sablières de Garonne,,https://www.google.com/maps/place/Sabli%C3%A8res+de+Garonne/data=!4m7!3m6!1s0x12aea84b89eaa475:0x12d91b8380e2127c!8m2!3d43.759271!4d1.3308819!16s%2Fg%2F11b6dh6pck!19sChIJdaTqiUuorhIRfBLigIMb2RI?authuser=0&amp;hl=en&amp;rclk=1,43.7593,1.3309,"13 Rue du Rouanel, 31330 Grenade, France",,#ERROR!,,,,,Quarry,55100629-e029-4d8e-866c-fd1763e24637,data/images/train/55100629-e029-4d8e-866c-fd1763e24637_43.7593_1.3309.png
"Lac Vert, Montpezat-de-Quercy",,"https://www.google.com/maps/place/Lac+Vert,+Montpezat-de-Quercy/data=!4m7!3m6!1s0x12ac66435f47b2dd:0x3a79ee512447910b!8m2!3d44.2657546!4d1.4666885!16s%2Fg%2F11bzzyj6j7!19sChIJ3bJHX0NmrBIRC5FHJFHueTo?authuser=0&amp;hl=en&amp;rclk=1",44.2658,1.4667,"82270 Montpezat-de-Quercy, France",,#ERROR!,,,,,Quarry,1f39b103-469f-4605-b86b-72b8fc762808,data/images/train/1f39b103-469f-4605-b86b-72b8fc762808_44.2658_1.4667.png
Bach Jean Paul,,https://www.google.com/maps/place/Bach+Jean+Paul/data=!4m7!3m6!1s0x12ac854c18f42dcb:0x1635f48c3846313e!8m2!3d44.5379676!4d1.3527448!16s%2Fg%2F1v_hw2pn!19sChIJyy30GEyFrBIRPjFGOIz0NRY?authuser=0&amp;hl=en&amp;rclk=1,44.538,1.3527,"Mas de Peyrou, 46150 Catus, France",,#ERROR!,,,,,Quarry,780977eb-d3c6-46b9-b4be-7ee5d2984ccd,data/images/train/780977eb-d3c6-46b9-b4be-7ee5d2984ccd_44.538_1.3527.png
Granulats Vicat,,https://www.google.com/maps/place/Granulats+Vicat/data=!4m7!3m6!1s0x12aea553d2723f51:0x87a60118c07d272d!8m2!3d43.6844153!4d1.4030031!16s%2Fg%2F11gmvrkrmh!19sChIJUT9y0lOlrhIRLSd9wBgBpoc?authuser=0&amp;hl=en&amp;rclk=1,43.6844,1.403,"Rte de Paris, 31150 Fenouillet, France",granulats-vicat.fr,#ERROR!,,,,"{'Friday': ['7a.m.–12p.m.', '1:15–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7a.m.–12p.m.', '1:15–5p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1:15–5p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1:15–5p.m.'], 'Thursday': ['7a.m.–12p.m.', '1:15–5p.m.']}",Quarry,f2e0acdd-0237-444b-9d92-43c75e4533ef,data/images/train/f2e0acdd-0237-444b-9d92-43c75e4533ef_43.6844_1.403.png
Etablissements Decremps,,https://www.google.com/maps/place/Etablissements+Decremps/data=!4m7!3m6!1s0x12ac905dc4eb329f:0xd4fedc5fd64d8469!8m2!3d44.5750296!4d1.3900763!16s%2Fg%2F1hc242sc5!19sChIJnzLrxF2QrBIRaYRN1l_c_tQ?authuser=0&amp;hl=en&amp;rclk=1,44.575,1.3901,"Pech Redon, 46150 Saint-Denis-Catus, France",carriere-decremps.com,#ERROR!,,,,"{'Friday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:30a.m.–12p.m.', '1:30–5:30p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1:30–5:30p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1:30–5:30p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1:30–5:30p.m.']}",Quarry,6bd98f99-63d7-4771-a65d-065c7f754129,data/images/train/6bd98f99-63d7-4771-a65d-065c7f754129_44.575_1.3901.png
MONTAUT,,https://www.google.com/maps/place/MONTAUT/data=!4m7!3m6!1s0x12aee3d67070e2e9:0x157ca05250c818f5!8m2!3d43.2039669!4d1.6095716!16s%2Fg%2F11h9p8pytr!19sChIJ6eJwcNbjrhIR9RjIUFKgfBU?authuser=0&amp;hl=en&amp;rclk=1,43.204,1.6096,"L'Alma, 09700 Montaut, France",,#ERROR!,,,,,Quarry,d56ec3c9-552c-4331-87bb-32dc2e4ee6ab,data/images/train/d56ec3c9-552c-4331-87bb-32dc2e4ee6ab_43.204_1.6096.png
Sablières et Travaux Du Lot,,https://www.google.com/maps/place/Sabli%C3%A8res+et+Travaux+Du+Lot/data=!4m7!3m6!1s0x12accd8c152d8835:0x1afeb4a50bc70587!8m2!3d44.9353539!4d1.67011!16s%2Fg%2F1tctzlr3!19sChIJNYgtFYzNrBIRhwXHC6W0_ho?authuser=0&amp;hl=en&amp;rclk=1,44.9354,1.6701,"Pontou, 46600 Saint-Denis-lès-Martel, France",,#ERROR!,,,,,Quarry,afeb5338-a4f0-46d5-969f-95d0ed0833f4,data/images/train/afeb5338-a4f0-46d5-969f-95d0ed0833f4_44.9354_1.6701.png
Imerys Talc Luzenac,,https://www.google.com/maps/place/Imerys+Talc+Luzenac/data=!4m7!3m6!1s0x12af76ad3d1a9e49:0x31d25e8703d5008a!8m2!3d42.7655096!4d1.7523361!16s%2Fg%2F1tfhjgmy!19sChIJSZ4aPa12rxIRigDVA4de0jE?authuser=0&amp;hl=en&amp;rclk=1,42.7655,1.7523,"21 Rue Principale, 09250 Luzenac, France",imerys.com,#ERROR!,,,,"{'Friday': ['8:30a.m.–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['8:30a.m.–5p.m.'], 'Tuesday': ['8:30a.m.–5p.m.'], 'Wednesday': ['8:30a.m.–5p.m.'], 'Thursday': ['8:30a.m.–5p.m.']}",Quarry,cc602cfe-8b8f-4eee-a4a4-fa2b708dae98,data/images/train/cc602cfe-8b8f-4eee-a4a4-fa2b708dae98_42.7655_1.7523.png
Ellena Jean-Claude,,https://www.google.com/maps/place/Ellena+Jean-Claude/data=!4m7!3m6!1s0x12ac49a606c51cab:0x66d7452789731!8m2!3d44.1159095!4d1.7235857!16s%2Fg%2F1tfx_ck3!19sChIJqxzFBqZJrBIRMZd4UnRtBgA?authuser=0&amp;hl=en&amp;rclk=1,44.1159,1.7236,"Vayrevignes, 81140 Penne, France",,#ERROR!,,,,,Quarry,aa8626d3-bf3c-4c02-b14d-7b4ac7456ab9,data/images/train/aa8626d3-bf3c-4c02-b14d-7b4ac7456ab9_44.1159_1.7236.png
Carrière Semenou,,https://www.google.com/maps/place/Carri%C3%A8re+Semenou/data=!4m7!3m6!1s0x12ae5f2055955cff:0x3b086b50a6154d6b!8m2!3d43.408468!4d1.868708!16s%2Fg%2F1tht8_q2!19sChIJ_1yVVSBfrhIRa00VplBrCDs?authuser=0&amp;hl=en&amp;rclk=1,43.4085,1.8687,"Le Caussanel, 11320 Saint-Paulet, France",msx827.wixsite.com,#ERROR!,,,,"{'Friday': ['8a.m.–12p.m.', '2–6p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['8a.m.–12p.m.', '2–6p.m.'], 'Tuesday': ['8a.m.–12p.m.', '2–6p.m.'], 'Wednesday': ['8a.m.–12p.m.', '2–6p.m.'], 'Thursday': ['8a.m.–12p.m.', '2–6p.m.']}",Quarry,3f022416-7fc1-407e-80aa-f71d518d74ef,data/images/train/3f022416-7fc1-407e-80aa-f71d518d74ef_43.4085_1.8687.png
S.g.m Sarl,,https://www.google.com/maps/place/S.g.m+Sarl/data=!4m7!3m6!1s0x12add3d4c2173db7:0x8c29ca9bfab46d35!8m2!3d43.888534!4d1.906615!16s%2Fg%2F1v13wl7f!19sChIJtz0XwtTTrRIRNW20-pvKKYw?authuser=0&amp;hl=en&amp;rclk=1,43.8885,1.9066,"La Plantade, 81600 Brens, France",,#ERROR!,,,,,Quarry,e27ca033-0558-4c10-9acc-ff41c9ec716d,data/images/train/e27ca033-0558-4c10-9acc-ff41c9ec716d_43.8885_1.9066.png
Areny,,https://www.google.com/maps/place/Areny/data=!4m7!3m6!1s0x12af8bd3495616ed:0x11738065d18dcec0!8m2!3d42.5570602!4d2.0743141!16s%2Fg%2F11b6d6l636!19sChIJ7RZWSdOLrxIRwM6N0WWAcxE?authuser=0&amp;hl=en&amp;rclk=1,42.5571,2.0743,"Pla de Saillens, 66210 Les Angles, France",arenytp.fr,#ERROR!,,,,"{'Friday': ['8a.m.–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['8a.m.–5p.m.'], 'Tuesday': ['8a.m.–5p.m.'], 'Wednesday': ['8a.m.–5p.m.'], 'Thursday': ['8a.m.–5p.m.']}",Quarry,de31b1ab-18e9-46d0-bde0-05d976137411,data/images/train/de31b1ab-18e9-46d0-bde0-05d976137411_42.5571_2.0743.png
Société des Carrières de Villeneuve,,https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+des+Carri%C3%A8res+de+Villeneuve/data=!4m7!3m6!1s0x12ad08dbcf980f93:0xcb7a9075cf18d226!8m2!3d44.444741!4d2.0217423!16s%2Fg%2F1td3nnlw!19sChIJkw-Yz9sIrRIRJtIYz3WQess?authuser=0&amp;hl=en&amp;rclk=1,44.4447,2.0217,"Mas de Foissac, 12260 Villeneuve, France",,#ERROR!,,,,,Quarry,6d3db4be-fc58-4974-a7fc-3a5c75c2de4d,data/images/train/6d3db4be-fc58-4974-a7fc-3a5c75c2de4d_44.4447_2.0217.png
Carriere Savensa,,https://www.google.com/maps/place/Carriere+Savensa/data=!4m7!3m6!1s0x12ada55955aec3f9:0xe37d43fc42a0f6d3!8m2!3d44.243152!4d2.0197853!16s%2Fg%2F11sqkdmfx0!19sChIJ-cOuVVmlrRIR0_agQvxDfeM?authuser=0&amp;hl=en&amp;rclk=1,44.2432,2.0198,"D638, 12270 La Fouillade, France",,,,,,{},Quarry,fb01c738-d463-4bc4-b916-3e7357642af6,data/images/train/fb01c738-d463-4bc4-b916-3e7357642af6_44.2432_2.0198.png
Atelier Carrière Molière,,https://www.google.com/maps/place/Atelier+Carri%C3%A8re+Moli%C3%A8re/data=!4m7!3m6!1s0x12adebbdd9b2ab29:0x780b3d81b44d543e!8m2!3d44.0204356!4d2.1984844!16s%2Fg%2F1tjjrfc2!19sChIJKauy2b3rrRIRPlRNtIE9C3g?authuser=0&amp;hl=en&amp;rclk=1,44.0204,2.1985,"Le Couderc, 81400 Rosières, France",,#ERROR!,,,,,Quarry,f46da47c-516d-42b3-9b8b-cd10a17799c7,data/images/train/f46da47c-516d-42b3-9b8b-cd10a17799c7_44.0204_2.1985.png
Carrière de La Peyrière,,https://www.google.com/maps/place/Carri%C3%A8re+de+La+Peyri%C3%A8re/data=!4m7!3m6!1s0x12ad9f311eae1939:0xcf0d599226fff879!8m2!3d44.3136128!4d2.1806113!16s%2Fg%2F1tn8nq8f!19sChIJORmuHjGfrRIRefj_JpJZDc8?authuser=0&amp;hl=en&amp;rclk=1,44.3136,2.1806,"857J+F6, 12240 La Capelle-Bleys, France",,#ERROR!,,,,,Quarry,f9042925-0035-4899-bad8-77af0895fa00,data/images/train/f9042925-0035-4899-bad8-77af0895fa00_44.3136_2.1806.png
